document,stars
"Poor service and food. I waited 20 minutes at the bar for someone to just acknowledge my presence. They finally brought my food out and left it without asking for me to pay.... So I had to wait an additional 15 minutes to find someone to pay. Yes, I had to TRY and give them money.\n\nOn to the important part... Food was terrible. I had a burger and it was pathetic.",1
"The food is standard American fare--a bit overpriced in my mind--and the beers range from mediocre to very bad.  The K\u00f6lsch is the only decent beer of the bunch.  The service is good, but the wait for food or a table can be quite long (generally 20-30 minutes even for just beer and apps).  I've been to the one at the Denver airport as well, but I was stranded and had free meal tickets, so okay-but-nothing-special pizza from Rock Bottom it was.  Since it's a recognizable national chain, I think of places like this as more of a tourist brewery rather than a true Pittsburgh craft-brew experience.",2
"The beer is good but the food is nothing to brag about at ALL. I've tried many things on the menu, and if you have developed a \""foodie\"" palate, don't even bother, because you will be very disappointed. If you feel comfortable with chain restaurants and their lack of innovative touch (which, nothing wrong with that!) you will most likely enjoy Rockbottom. The only entree I did enjoy were the lobster and shrimp enchiladas (minus the repulsive beans and rice) and the asiago crab dip as an appetizer. Otherwise, you are better off skipping it.",2
"Be careful. The servers can't pay attention to save their lives, and the management cares even less. I want to make sure people know how careless the management is, particularly Mark who seems to let his staff run around.",1
"My friends & I all purchased Groupons  for the Pittsburgh Improv on or around March 22nd, 2012. At that time, only a few big name comedians were listed on the Improv's website as Special Events. You can use the Groupon on anything that isn't a Special Event. That seemd reasonable. The day the Groupons were purchased, my friend Katrina called & reserved two tickets to Jim Jeffries for 3/30 at 10pm. They allowed her to use her Groupon & gave her a confirmation code & everything! Shortly after, they changed many of the comedians on their website, including Jim Jeffries, to Special Events. When I called I was told I could not use my Groupon. The same thing happened to many of my friends. It's a classic bait & switch. These comedians were NOT Special Events until after the Groupon came out. In addition, other restrictions, such not being able to use the Groupons on Saturdays & having to use the additional four vouchers for one show, were NOT listed under the restrictions when the Groupon was for sale. \n\nSo tonight, my friends & I had pretty much resolved ourselves to the fact that we were not going to the Improv because they wouldn't allow us to use our Groupons. But I walked over to the Will Call window with my friend Katrina so she could at least get her tickets. Big surprise - she was told they didn't have her reservation or her name in their computers! They wouldn't give her the tickets. It's an absolute joke of a deal. How is everyone going to use their Groupons by Sept. if all of the shows are Special Events now? \n\nIn addition, no one at the Improv answers the phones or responds to emails. \n\nMy friends & I (about 10 of us total) are all getting refunds through Groupon and/or our credit card companies & we are all reporting the Improv to the Better Business Bureau, etc. \n\nThe Pittsburgh Improv is extremely shady & does not care about their customers.",1
"The place does what it does best - Comedy.  The food, however.  Blah.\n\nFirst off, If you go to a show, please note there is a two item per person minimum.  This means that from their extensive menu of overpriced bar food and drinks, you are REQUIRED to choose two items each.    \n\nSecond, the sodas are NOT FREE REFILLS!  I learned that one the hard way.  Get water. \n\nThird, before tipping your server, please make sure she hasn't already taken her cut out.  Even after paying for two very bland, overpriced meals and way too many Diet Cokes, I thought that my bill was rather high.  Upon further inspection, I noticed that my server had taken an 18% gratuity.  The menu explicitly says that an automatic gratuity will be taken out for parties of six or more, but there was only two of us and we weren't even drunk.  I found this tactic awfully presumptuous and left her tip at the 18% even though I typically tip well over 20%.    \n\nOverall, I don't like the idea of being required to purchase food just to see a comedy show.  I can see why they do it, but if I were required to buy a crappy popcorn and overpriced pop every time I went to the movies, I would be far less inclined to go as I am not inclined to go to the Improv again.",2
"The Pittsburgh Improv is unfortunately another great idea hamstrung by the details of mediocre execution (some specific examples at the end).\n\nThe setup is nice, a delightful--if a bit sterile--reproduction of what you'd think a comedy club should like if you watch enough TV.  The interior is clean; the seats are comfortable; and it's an OK atmosphere to see a show and laugh.\n\nIt's too small, however, to attract many of the best acts, which limits its ability to ever become the central hub for Pittsburgh comedy.  Most of the big names that have recently come through Pittsburgh--Jim Gaffigan, Louis CK, Second City--all perform elsewhere (though they managed to get Bob Saget, to their credit).\n\nBut the biggest problem is the food and drink.  They're very up front about their mandatory two item minimum, but the forced service requires that you spend extra money and get interrupted by waitstaff at least several times during the show.  The prices are well above what I'd consider reasonable given the quality, and I'd begrudgingly--or even happily--just shrug off the cost the same way I would a stadium concession stand markup...but the food is bad.  You're forced to either (a) buy extremely overpriced drinks (3.50 for a soda, for example, with no refills--or ten dollars for one with refills), or (b) buy moderately overpriced food which you wouldn't want in the first place.  I thought the ten dollar chicken sandwich looked reasonable, until a few bites in I decided I'd rather just throw away the money than keep eating it.\n\nStill, I think this place has a lot of potential; the core idea is very workable; and they do attract some really good comedians.  Two stars for now, with high hopes for improvements.\n\nA few specific drawbacks which could be VERY easily fixed:\n1 - A lot of the drinks didn't have prices on them.  I know this isn't uncommon, but at a venue where every question you ask interrupts not only your own show-viewing experience as well as the experiences of your neighbors, it's an incredibly poor decision here.  Make everything on the menu exceptionally clear.  It's not that hard.\n2 - Put the drink prices on the website too.  An Improv representative has personally responded to many of these Yelp reviews, and she once said \""Our menus and pricing are listed on our website, which makes for easy planning!\""  I'm calling shenanigans.  Not all the prices are on the website, which makes for difficult planning.\n3 - Reminding me to tip my server during the show AND adding an automatic gratuity to the check makes me feel like you're trying to trick me.  It's kind of an unprofessional way to say goodbye to one's customers.\n4 - Since the $3.50 soft drinks don't come with free refills, the servers shouldn't ask \""would you like a refill on that?\"" or anything of the sort.  They should ask \""would you like another one?\"" instead.  They should also respond to requests for refills by saying \""we don't offer refills, but I'd be happy to get you another one.\""  Just because there's a 10 dollar refillable soda option on the menu doesn't mean people all figure it out.  Most patrons don't even bother reading the beverage section of the menu if all they want is a standard beverage offered almost everywhere (like a cola or diet cola), and the reading difficulties imposed by the darkness make them even less likely to browse the offerings.",2
"My husband and I went to do something fun. The comedy was great!  The food, however, is mediocre at best. In addition, we were seated in the last row, and 10 minutes into the headliner they sat someone else at our table, so that they were in front of us. I could not see a thing. When we received our check, they had added an 18% gratuity without permission or notification.  I will not be returning anytime soon.",2
"We came to the Improv for the first time on Friday night for my wife's work holiday party. We arrived early for dinner and drinks from a predetermined menu. Dinner started with a salad of clearly bagged, almost brown iceberg lettuce, with some croutons and frozen-then-thawed looking tomatoes that were pinkish at best. I took a few bites of this unappetizing poor excuse for a salad, and I can tell you it was downright tragic. Dinner arrived and since there wasn't any vegetarian options on this predetermined menu, we received a dish that was supposed to contain meat with the meat omitted. It was a huge pile of spaghetti in a bowl. It looked sloppy and tasted worse than it looked. The pasta was overcooked, and the tomato sauce was just watered down pur\u00e9ed canned tomatoes. I saw traces of onion in my dish but didn't taste them at all. I was so hungry that I salted the heck out of this abomination and took a few bites. Yuck. I didn't make a dent in this crapfest. For dessert we were given a choice of chocolate cake, which my wife ordered, and cheesecake, which I ordered. The chocolate cake had freezer burn. Inexcusable! It wasn't edible. The cheesecake was only a hair better, but it had obviously come out of the freezer as well. I know people aren't coming here for the food, but if you are FORCING them to order things off of your menu to fulfill some outdated requirements (two drink/two menu item minimum) then at least make some halfway decent food. It doesn't even have to be memorable...just not OFFENSIVE. Which it was!! Had I paid for any of this I would have made a huge stink, but I tried to be polite and push my food around and make small talk. \n\nThe comedians were good. The venue was nice-ish and we got to sit in the front because we arrived early for our \""event\"". Not always the best thing in a comedy club (we only got picked on a little bit). But damn, I was hungry! I found myself fantasizing about all of the crappy Waterfront restaurants and how I'd rather be there...how I'd rather be heating up a discount microwave dinner...how I'd rather have a giant bowl of Captain Crunch...how I'd rather go back in time and eat spaghetti from my high school cafeteria...what a dreadful dining experience.\n\nMy car was also violated in the parking lot. I had an adorable German license plate on the front of my adorable German car which was stolen while I was eating hideous food, which was just the slap in the face I wanted when finally retreating to my car. I feel sick in so many different ways about this experience as a whole.\n\nThe Improv should consider outsourcing the food prep to a catering company. I truly believe that's the only thing that can save this place. Do yourself a favor and eat beforehand, and just order a beer. Well, two I guess. Other diners at our table complained about the quality of the cocktails so I'd steer clear of those. Unless there is a can't miss type of comedian here, I can't ever picture going back to the Improv. I'd give the comedians 4 stars, and the food ZERO stars.",2
"So...we got here and seated by 635pm. Orders placed. Drinks served. Now it is 752pm. One of my party has still not received his chicken sandwich. I had\nMy shrimp diablo. It was as described. Spicy and good!!! But hour plus for a chicken sandwich is unacceptable. We also sent an order of chicken fingers back...dryer than sand. And my fianc\u00e9s chicken Caesar salad chicken was as dry as the chicken fingers. Barely edible, in fact, she didn't eat more than 3 pieces of it. Upgrade the food service and this place would be somewhat a lil better.",2
"This review is specifically for the DFS cleaners at this Giant Eagle location.  I dropped clothing off for the sake of convenience once (I really should have known better).  Never again.  My items came back completely covered in lint.  I could let this slide, however my pencil skirt was safety pinned to the hanger.  The weight of the skirt caused even larger holes than what were placed there by the pins.  Being that it's a pencil skirt designed to have a blouse tucked in, there's no way that I can wear it again.  This was an expensive skirt, completely ruined.  Very disappointed.  Again, this review is just for the dry cleaners.  The rest of the store is actually better than a lot of other GE's I've been to in Pittsburgh.  Just don't take your dry cleaning here.",1
"Barnes & Noble, it's like the Wal-Mart of bookstores.  Beating down the competition of other now defunct national competitors and mom and pop type stores alike.  \n\nI'm not quite sure whether I'm in a cafe, at a newspaper stand, a book store, a CD shop, a movie house or a flea market sometimes.  With all the tables and shelves that  you have to dodge it's a bit hard to figure it out.  Feels like the place should implode on itself and then reform into an audio book about coffee.\n\nI don't know about y'all, but I'd rather buy my books from a place that has more knowledge about the merchandise they are selling than a national chain like this.",2
"I stopped here yesterday with Rob and Matt after golf to have a few drinks prior to seeing \""The Hangover\"" at Loews across the street.  Incidentally, \""The Hangover\"" is one of the funniest movies I've seen in years and worth the $10 to see it in the theater.  Okay, back to the restaurant the space itself is very nice.  There are plenty of hightops, plasmas and a few booths.  It's spacious and they have outdoor seating and open windows.  We sat at the bar and were greeted relatively quickly by the bartender who was tending a pretty much empty bar.  I ordered a guinness as usual, Rob ordered a long island iced tea and Matt had a miller light.  Make sure and tell them if you want a top shelf tea else you'll be getting the stuff in the plastic bottles.  I sampled Rob's long island tea and it was not that good way too much sours.  The next one he ordered was much better after a little guidance to the bartender.  The bartender herself was okay, not too friendly but quick enough with the pours.  I don't remember her name which is usually not a good sign.  We ordered a few things from the appetizer menu.  We started with the chips and salsa.  The chips were crisp enough, but not served warm and the salsa had some spice but the colors were a little off kind of looked like the color of pea soup.  Rob then ordered the philly cheese steak sliders.  I tried one it was okay I guess  the bun was warm and it was pretty loaded with cheese and onions.  He asked for a side of mayo and they said they were out, which is bizarre because there is a giant eagle a couple blocks away.  This pretty much sums up my experiences at the Bar Louie's I've been too.  They kind of do just enough for me to come back but rarely make any real effort with service.  Maybe I'm being too critical... I tried to order the baked goat cheese, but they were out... So, I settled on the hummus appetizer.  This was surprisingly pretty good.  The pita was warm and toasted the hummus had lots of flavor and the tabouleh was edible.  It's probably best to stick to simple stuff when dining here.  Matt had the hot wings which I tried one and it was okay, your pretty standard mass produced chicken wing.  All in all this place isn't that bad.  If you want to grab a drink before or after the movie and you're more concerned with convenience than necessarily friendly service and really good food than you could do worse.",2
"I had the EXACT same experience as John R. Went here to get a quick bite to eat before seeing a movie across the street. The place was near empty and there were three waitresses. Got seated and waited on immediately. Ordered drinks, and it took them 15 minutes to come...no, not alcoholic drinks, two waters and an iced tea. This should have been a bad sign, but at this point we ordered food.\n\n20 minutes go by...we flag down our waitress, to let her know that we need to get to a movie in 45 minutes. She said our food would be out in a few minutes. Another 20 minutes, still no food, and our waitress is nowhere to be seen. We flag down another waitress, she says she will find our waitress, who we then notice is chatting with one of the other waitresses. She finishes her conversation and finally makes her way over to our table about five minutes later. She says she didn't even realize our food hadn't arrived (well, you never even checked on us, so of course you didn't). After speaking with the kitchen staff, she informs us that she \""definitely\"" put our order in so it \""must have been given to someone else by mistake.\"" Because they wouldn't have noticed that that WASN'T what they ordered? Seriously?\n\nThe waitress told us she could give us our food for take out and, since we were starving, we reluctantly agreed. 10 minutes later, our food and the bill arrived. All that was comped was the iced tea, and we got some free utensils and wetnaps. How generous! We shovelled what we could into our mouths, did NOT leave a tip (thankfully, we didn't have the added gratuity that John had), and sprinted to our movie where we covertly finished our smuggled food. Worst part? I opened the wetnap, and it was totally dry. Of course.\n\nHowever, I gave this place two stars instead of one. That's because my food, when I finally got it, was perfect. I had the Greek burger and it was huge, cooked exactly how I like it, with delicious toppings. I really wish I could come back here for the food but...hell no.",2
"Let me just say that this used to be a place I loved.\n\nRemember when you'd go somewhere and have good food, great service and a general pleasant experience and then a few months you'd go back and have it all again? Well one day you decide to go back and you realized everything has changed in a way that you can't describe and the place is no longer familiar. To me, that is Bar Louie\n\nI can't say the food is bad. I had an order of the pretzel sticks for an appetizer and the cinnamon sauce tasted like water and the pretzels were stale. I will say I still ate them so shame on me. My  sandwich (the Mario) as always was very good.\n\nNow here comes the bad:\n\n1. There were fruit flies EVERYWHERE. I felt like we were eating on top of a garbage dump. At one point I had to get a new drink because one flew in my beer. I understand that the establishment is an indoor/outdoor place but there is no reason for 15 fruit flies to hover over my table.\n\n2. The place is enormous and they had one, very nice, but over worked server. The girl looked like she was about to have a heart attack because she never stopped moving.\n\n3. Because of number two our service in general was not good. I can't totally blame the girl she did the best we could. I mean. I've played Diner Dash on my iPad, I know what happens when a place fills up too quickly when you are the only one working.\n\nIt's sad when a place you love turns into a place you never want to go again. I think I'm being very generous by giving it two stars but because I used to love it so much I can't rate it that low. Part of me hopes it gets better, but like an absentee father it'll just let me down again.",2
"We were going to see a movie that started at 9:40pm. The 2 of us got to Bar Louie at 8:30.  We sat outside, and it was nearly 30 minutes before the waiter even stopped to get our order.  I tried stopping a waitress but was told 'this isn't my table'.  Finally the waiter took our order.  1 Sam Adams light bottle, and one Pineapple Juice+Vodka.  After about 15minutes another waiter (maybe the manager I don't know) asked if we had been waited on. We said yes, and told him we had been waiting.  He left, and another (different) waitress came to bring us our drinks.. they were wrong.. My date was given vodka on the rocks. and I was given a Sam Adams.. \nThey took these back, and another 10 minutes before the correct order was served.. We told them to bring another round and the check.  It was 20 minutes before they returned.. and they forgot the check.\n\nBy this time we had to go to be on time for the movie.. my date asked for the check again so we could leave.. finally they brought it and I gave him my card, when he came back we signed it and left in a hurry to catch the movie.\n\nfor 2 bottle beers, and 2 pineapple juice + vodka I was charged $31.03. I didn't have time to complain or ask. I won't be going back.",1
When the ratio to wait staff to diners is 3:1 you'd think you could get service!!!\n\nNothing erks me more then seeing idol wait staff and hungry patrons. I very rarely walk out of a restaurant with out having eaten first. I came here on Saturday ay 6pm. Almost none of the diners had food on their table and many of them didn't have drinks in the 15 minutes I was there I counted 9 waitress again I counted 9 waitresses and not a one of them came over to our table to get even a drink order. Just from the looks of it I could tell staying any longer would be a total train wreck. So after 15 minutes of waitress counting we left with empty bellies.,1
"I came here last night to get a few appetizers before a movie, and was hoping to be able to write a review on the food. Unfortunately, I cannot because the service was so bad that I left before I had the chance to order. We found seats at the bar behind the taps. After sitting there for 5 minutes and not being acknowledged, we thought that they might not be able to see us, and so we moved to a different pair of seats in the middle of the bar, grabbing a few menus on the way so we would be ready to order. It was fairly busy, but it is not like there were people standing at the bar trying to get drinks - everyone was seated and I'm sure they face much busier times. We sat in our new seats for almost 15 minutes (I timed it - I am not exaggerating), and were not even acknowledged. You would at least think the bartender would acknowledge us and tell us he would be with us when he could, but despite staring him down almost the whole time, we could not even make eye contact. I hope this is a fluke but will probably not be back to find out.",1
"The absolute worst service I have ever had at any bar or restaraunt.  And, in looking at other reviews, I am not the first.  There are many options at the Waterfront, and I would suggest you try any of them; but stay far away from this place!",1
"This is one of those places where the presentation is nice, but the taste is too ordinary. Friends and I went here for happy hour (starting at 5pm). They claimed to have $1 draft, $5 mixed drinks, and half off appetizers. When we got there, we realized the happy hour special only applies to certain items, so pretty much the discount was pointless. We ended up spending a fortune on beer and mediocre appetizers. \n\nI only had appetizers here so I can't really judge them for their entr\u00e9es, but I will rate according to my eating/drinking experience.  I got the spinach artichoke dip. It was a little runny and the dip to chips ratio was disappointing. For a dip, it had way too many obstacles built in to it. I don't know what they did with the artichoke, but it was super fibrous...I felt like I was chewing grass. \n\nOverall, I would not recommend this place unless you have money to make it rain. Food was way too average for the high price.",2
"Servers are chatting, not paying attention to tables. I can see my salad is ready at the window. Worst serves ever.",1
"Meh, I just don't see the appeal Bar Louis has to Pittsburghers. I guess this particular restaurant benefits from people who work at the Waterfront stopping in after a shift. It's always packed. Being so close to the AMC theater, they get traffic before and after movies. \n\nIt's expensive, the food is so so. Before I get ahead of myself, I had the BBQ ranch chicken salad without chicken. The BBQ ranch dressing was very good, but it's very easy to duplicate at home. It's equal parts ranch dressing and KC Masterpiece hickory BBQ sauce and a drop or two of Worcestershire and a drop of franks hot sauce. \n\nTuesday is dollar burgers 5 until midnight, daily drink and happy hour selections, but even that's not enough to get me here. Skip it. One caveat for this location, free parking. At Station Square's location you gotta pay to park the jalopy.\n\nI'm eager to see if this place sees a huge drop in business when Burgatory opens across the street.",1
"I am normally a Bar Louie Fan - my husband and I LOVE the one in Tampa.  This location needs a lot of work.  We went on a Friday evening before a show at the Improv.  We were looking to meet up with friends and have drinks and a quick bite to eat.  We never got to the food part because of the level of service that we received.  We got there at about 6:40/6:45 so Happy Hour was wrapping up, but I would say that the bar was not even 3/4 full.  There were also plenty of empty tables.  This should have been our sign to run in the opposite direction.  But we grabbed a table.  I am not a clock watcher, so I am not sure how long it took us to get a server but it was at least 5-7 minutes.  Then we got our drinks at 7:04.  The only reason that I know is because I was looking at my phone because my husband and I wanted to get some apps ordered before the end of Happy Hour.  That went out the window.  When our friends for there; they ordered drinks.  We finished them and left.  The server was nice, that is not the issue.  The issue was how GROSSLY UNDERSTAFFED they were.  They had two bartenders on (I think) and not nearly enough cocktail servers.  The server apologized for the wait on the drinks, but explained it away with \""this happens at the end of happy hour because the bar get swamped\"".  That is a sign that you need more staff.  I have never had this happen at any other bar before.  Get more staff.  We ended up passing up on food because we were worried about time, not the fact that we did not get HH pricing.  Even though, in my opinion, they should have honored HH pricing since we were ready to order food at 7:50/7:55.  We ended up going to the Improv and got food there.  Bar Louie lost a great deal of my money because their lack of staffing and they will never get our Pittsburgh business again or our friends who live there.",2
"We stopped here to enjoy a drink before our movie. Our server, was friendly. My husband had a margarita and my server suggested a berry mojito to me.\nBoth drinks were overly sweet and barely any alcohol.  After I finished my drink, I used my fork to dig for the blackberries at the bottom only to find (to my disgust), a decent sized piece of clear saran wrap! Ugg! Did they muddle the mint into the saran wrap?!!! She comped the drink but we won't be back.\nCan't speak about the food since we didn't have any but atmosphere was loud and it was difficult to have a conversation without repeating yourself.",1
"I can't even review this place. We sat ourselves and waited for a waitress to take our order, and we waited and waited until we got tired and just left. And I have to be clear it was a Saturday afternoon, maybe like 10 tables with people at them and I saw 3 waitress walking around. I think it's probably a bad idea to ignore people that come into your restaurant, especially since burgatory just opened across the street.",1
The food was okay. The noise level--with 10 people in a huge room--deafening. Awful acoustics!,2
Food is Shitty probably would be good if they had a cook that knew how to cook it correctly.  Staff is ok no complaints drinks are good as well,2
"Eh, this place was okay but it was sort of a weird crowd/overall experience for a Saturday night.\n\nBobby and I came here after dinner and sat up at the bar. Tip: if you sit behind the taps, no one will bother to acknowledge you exist. When we moved seats, we were finally asked what we would like to drink after waiting for 5+ minutes in our original seats. It wasn't all that busy, either. Most of the people sitting at the bar were a bit older than we were. It seems that Bar Louie is trying too hard to be trendy with the decor/neon blue lighting/extensive martini list. Maybe I'm just salty about the wait.",2
Really the only thing good about this place is the happy hour. No one wants to pay $8 for a glass of wine that is a short pour and bottom quality.,2
"I don't frequent Bar Louie, and I really don't plan to change that any time soon. I've eaten here and stopped in for drinks a couple times over the years and I just haven't been super impressed by the place.\n\nThe food has been decent - a few years back I splurged on an enormous fried chicken sandwich and definitely enjoyed it, glutton that I am - but their meals and appetizers alike have admittedly never \""wowed\"" me. And while I enjoy their cocktails and would consider stopping in just for drinks more often, the problem is that things are way overpriced here. Even during the happy hour drinks are pretty costly, not to mention that I think most of the drinks I personally like don't qualify for the happy hour discount, which is disappointing. Once I stopped in with friends after a movie and one drink cost me $10 here. Not even a large one, either! Sorry, but I find that to be kind of ridiculous, especially since there's cheaper places to get drinks in the area.\n\nStill, the food and drinks are definitely a-ok albeit overpriced, so this place would be rated 3 stars in my mind IF I could hear myself think when I eat here. But good Lord, they're just so loud! I always leave with a sore throat from yelling to make myself heard. Not cool, Bar Louie. Not cool.\n\nSo while the food and drinks are fine enough the loud venue and prices mean that this is definitely not one of my favorite places - and given the other options we have at the Waterfront I don't expect to be back in any time soon.",2
"It's fun, but not as fun as Kennywood. The boardwalk food is a bit too far from the wave pool and that makes for a lot of shoes on/shoes off events. The lazy river could be much better. I did like the water slides and the Potato Patch fries, as well as the scenic location.",2
"Sandcastle Water Park in P-Burgh was just \""okay\"" for me. I really think that this place is geared towards children more so than adults or \""family\"" because there isn't much fun here for people older than 16. The water slides here were lacking. There were very few of them and the majority of them are boring. The last time I was there (not too long ago) there weren't any extremely modern slides like a tornado slide, so they really have some updating to do. \n\nThey do have an \""adult pool\"" and bar area but it was so packed that it was hard to actually have fun in this area. The pool is very small, similar to one you'd find at a hotel chain. It has a hot tub area but it sits about 8 adults max. and people were fighting tooth and nail to get in. It wasn't too impressive to me. \n\nThey also have a lazy river at this park and, while I do enjoy lazy rivers, this one was so packed that it was hard to breathe. People kept bumping into me and touching me and it made me grossed out. \n\nThe one attraction that I did enjoy was the wave pool. It was crowded as well but large enough to fit everybody comfortably. The water was nice and clean (a big plus) and the wave action was strong. I could have stayed in there for the entire time we were at the park.\n\nOverall, this place is just mediocre. It doesn't \""wow\"" me very much but if you live in the area, have kids, and are looking for somewhere to go in the summer other than the mall, it'll provide them with a lot of fun.",2
"Other people may have had a better experience with this company but that was not the case for us.  We had rented a limo/bus for a bachelor party.  Our driver Scott, was completely clueless in navigating the city. Constantly making wrong turns and missing exits. All of this after very thorough instruction as to where to go. Each destination took 3-4 times longer to reach due to his incompetence. This caused us to have to skip a couple of our originally planned stops. After returning to the bus after one of our stops we were informed by Scott that the police had come onto the bus and searched it with dogs. Really?!??!  Why??!!  How??!!  We found that our bags had been rifled through and we all felt a little violated and confused. By this point we decided to call it a night. More than half of our passengers didn't care to step back onto the bus and took cabs home. \n\nJust when we thought the worst was over we were wrong. As we enter the highway we realize that Scott has driven all the way up the ramp and onto the highway going THE WRONG WAY!!!  He starts slowly reversing down the ramp while oncoming cars honk and swerve all around us!  Truly terrifying. After that, we were very upset and just wanted to get home. So after several more wrong turns we finally get home. Absolutely terrible night. \n\nSo if you'd like to book a party bus that will include a geographically blind driver, unecessary police involvement, a near death experience and just an overall sense of frustration mixed with panic then go with these guys. Otherwise, I would suggest staying far, far away!",1
"The worse \""Chinese food\"", even the white rice which came with the ogle sweet and sour chicken is really bad.  Please don't eat this food.",1
"Meh, I've experienced better is an understatement.\n\nFriday's is like the \""fine dining chain\"" for every yinzer in Pittsburgh...\n\n1.  When we were seated, it was quick which was a surprise.  Somehow this restaurant gets packed and I never understand why.  I was happy about that.\n2.  I ordered one of their \""skinny margaritas\"", blackberry to be exact.  It was a nice size, however, at $6.00/pop, that was half of my food bill.\n3.  The waitress started off attentive, but after our food came out she was gone.  I ordered a turkey burger with pickle and mustard.  Loaded mashed potato on the side because I wanted heartburn ha!\n4.  Food came.  My burger had lettuce on it only.  Waitress was supposed to go and get our next round of drinks.  I had to wait to ask for my pickle.\n5.  The loaded potatoes were more like rubber than potatoes and not what I was expecting.  Disappointment.\n6.  The waitress then went into oblivion and only returned with our check.  \n\nNever again will I eat at Friday's.  I will, however, go should a happy hour arise...",2
This place.. Is ok if ur grabn something quick .. But they do have a great happy hour tho,2
Boo!  What happened to this location?  It used to be happy and fun!  It just feels depressing and nearly everyone there is just doing the bare minimum to get by?  So sad.,1
"I'm not opposed to chain restaurants but this TGI Fridays in comparison to some of the other ones in the area truly falls short of the \""chain\"" expectation. \n\nI order the Jack Daniel's chicken and shrimp with just fries. The fries were undercooked and thrown haphazardly into the sauce holder. The shrimp was over cooked and just deepfried. The chicken was fatty and just tasted like it came from their freezer. Even the water tasted weird.\n\nFortunately, we had a very nice and charismatic waiter and all of the staff was very friendly. \n\nI'd recommend the TGI Fridays out in South Hills Village over this one any day.",2
I had a gift card so I decided to use it for a to go order. The food tasted frozen and microwaved. Nothing special just around average!,2
"Went with 5 others for a weeknight dinner. The server was very friendly, but seemed a little overwhelmed. Maybe they were short handed.  The food was to me not even average. I ordered a burger, which very overdone and dry. Had to drown it in mayo to get moisture in it.  My friend ordered nachos and what arrived looked like they had broken some taco shells down the middle, then put cheese and one jalape\u00f1o slice on each piece. Imagine 6 half-moons of taco shell.  Not like any nachos I've ever seen, and more importantly not even the way they were served the three prior times my friend had ordered them.",2
"I don't care what Cub and Bulls fans think, this Steeler and Penguins fan thinks deep dish pizza is not all that. First, the crust tastes like a biscuit, and biscuits belong nowhere near or on a pizza. I will give UNOs a thumbs up on it's flatbread, it's better pizza than some pizzerias In the area. When I look over uno's menu almost nothing excites me, this place is a dud. Guess what? Chicagoans don't know how to eat hot dogs either!",2
"Awful everything. From the bad service, to the diluted soup, to the lame-no chicken on the chicken salad, to the PRE-fabricated pizza. AVOID THIS PLACE!",1
"I really love deep dish pizza. The thick crust that is crunchy on the outside and soft on the inside. The spicy, peppery sauce that can singe your tongue. The mixture of ingredients just sliding down your chin as it bubbles out of your mouth. That being said, I really don't understand why people go to Pizzeria Uno. This chain has done to the deep dish pizza what McDonald's has done to hamburgers, Pizza Hut has done to pan pizza, Dominoes has done to hand tossed pizza, and Taco Bell has done to Tex-Mex; it has made it almost unpalatable. On our menu:\n\nFrench onion\nChicken bites\nPizza with pepperoni, hamburger, and romano\n\nLooking past the fact that the service was not the best or the fact that the food came out undercooked and tepid in temperature, the food just was not good. Don't get me wrong, this is not the worst pizza I have ever eaten, but this chain is a perfect example of what happens when something becomes so prescribed, overhandled, and overthought that it no longer resembles the original piece of art that tasted so good. \n\nI really never want to return.",2
Food was ok had a steak w/ shrimp side Ass mashed potatoes. Everything was ok not a lot of flavor.,2
Pizza ok on it's own nothing great . Definitely not worth the restaurant price.  definitely not like pizzeria UNO in Chicago. Are they even related   or are they just using their name and trademark.,2
"The menu is outstanding but the pizza and beer is too expensive. For 2 personal pizzas (the size of pizza hut) 2 beers and 2 salads, we paid over $50 bucks. The personal pizzas alone were $11 each... If you want pizza and beer go somewhere else-pasta appetizers, or sandwiches... this place is good.",2
"Well, it started well. Food was okay. Deep dish pizza was good. But the salad we had - too tiny portion!!!\nWe were greeted and seated well. But later the service was not all good. Bad bad service. First of all we had to ask for everything we wanted. The server didn't even had courtesy to ask if we wanted anything more or would like to go for deserts. She just handed over the check when we even didn't ask for it (we wanted to order more).\nLater when we talked about this in the front, the girl there also just listened and said \""okay\"", not even a sorry once!!!\nI would not like to go there again... :(",1
Nope!,1
Was very disappointed with the food. It was overcooked and not seasoned very well,2
Nice place but some of the items on the menu are not available unless you get a 2 for 12 but that's not what the online menu states. And it's a salad come on..,2
